Target,D1,D2,D3,id_type,id_attributes
games/multimodal_referencegame/resources/tuna_images/12.png,games/multimodal_referencegame/resources/tuna_images/41.png,games/multimodal_referencegame/resources/tuna_images/14.png,games/multimodal_referencegame/resources/tuna_images/82.png,orientation,back
games/multimodal_referencegame/resources/tuna_images/12.png,games/multimodal_referencegame/resources/tuna_images/41.png,games/multimodal_referencegame/resources/tuna_images/14.png,games/multimodal_referencegame/resources/tuna_images/82.png,orientation,back
games/multimodal_referencegame/resources/tuna_images/12.png,games/multimodal_referencegame/resources/tuna_images/41.png,games/multimodal_referencegame/resources/tuna_images/14.png,games/multimodal_referencegame/resources/tuna_images/82.png,orientation,back
games/multimodal_referencegame/resources/tuna_images/12.png,games/multimodal_referencegame/resources/tuna_images/41.png,games/multimodal_referencegame/resources/tuna_images/14.png,games/multimodal_referencegame/resources/tuna_images/82.png,orientation,back
games/multimodal_referencegame/resources/tuna_images/85.png,games/multimodal_referencegame/resources/tuna_images/50.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/41.png,colour_type,"grey,chair"
games/multimodal_referencegame/resources/tuna_images/85.png,games/multimodal_referencegame/resources/tuna_images/50.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/41.png,colour_type,"grey,chair"
games/multimodal_referencegame/resources/tuna_images/85.png,games/multimodal_referencegame/resources/tuna_images/50.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/41.png,colour_type,"grey,chair"
games/multimodal_referencegame/resources/tuna_images/85.png,games/multimodal_referencegame/resources/tuna_images/50.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/41.png,colour_type,"grey,chair"
games/multimodal_referencegame/resources/tuna_images/53.png,games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/68.png,games/multimodal_referencegame/resources/tuna_images/81.png,colour_type,"red,fan"
games/multimodal_referencegame/resources/tuna_images/53.png,games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/68.png,games/multimodal_referencegame/resources/tuna_images/81.png,colour_type,"red,fan"
games/multimodal_referencegame/resources/tuna_images/53.png,games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/68.png,games/multimodal_referencegame/resources/tuna_images/81.png,colour_type,"red,fan"
games/multimodal_referencegame/resources/tuna_images/53.png,games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/68.png,games/multimodal_referencegame/resources/tuna_images/81.png,colour_type,"red,fan"
games/multimodal_referencegame/resources/tuna_images/22.png,games/multimodal_referencegame/resources/tuna_images/66.png,games/multimodal_referencegame/resources/tuna_images/9.png,games/multimodal_referencegame/resources/tuna_images/49.png,orientation_type,"right,sofa"
games/multimodal_referencegame/resources/tuna_images/22.png,games/multimodal_referencegame/resources/tuna_images/66.png,games/multimodal_referencegame/resources/tuna_images/9.png,games/multimodal_referencegame/resources/tuna_images/49.png,orientation_type,"right,sofa"
games/multimodal_referencegame/resources/tuna_images/22.png,games/multimodal_referencegame/resources/tuna_images/66.png,games/multimodal_referencegame/resources/tuna_images/9.png,games/multimodal_referencegame/resources/tuna_images/49.png,orientation_type,"right,sofa"
games/multimodal_referencegame/resources/tuna_images/22.png,games/multimodal_referencegame/resources/tuna_images/66.png,games/multimodal_referencegame/resources/tuna_images/9.png,games/multimodal_referencegame/resources/tuna_images/49.png,orientation_type,"right,sofa"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/7.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_type,"red,chair"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/7.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_type,"red,chair"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/7.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_type,"red,chair"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/7.png,games/multimodal_referencegame/resources/tuna_images/56.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_type,"red,chair"
games/multimodal_referencegame/resources/tuna_images/88.png,games/multimodal_referencegame/resources/tuna_images/23.png,games/multimodal_referencegame/resources/tuna_images/65.png,games/multimodal_referencegame/resources/tuna_images/3.png,colour_size,"blue,small"
games/multimodal_referencegame/resources/tuna_images/88.png,games/multimodal_referencegame/resources/tuna_images/23.png,games/multimodal_referencegame/resources/tuna_images/65.png,games/multimodal_referencegame/resources/tuna_images/3.png,colour_size,"blue,small"
games/multimodal_referencegame/resources/tuna_images/88.png,games/multimodal_referencegame/resources/tuna_images/23.png,games/multimodal_referencegame/resources/tuna_images/65.png,games/multimodal_referencegame/resources/tuna_images/3.png,colour_size,"blue,small"
games/multimodal_referencegame/resources/tuna_images/88.png,games/multimodal_referencegame/resources/tuna_images/23.png,games/multimodal_referencegame/resources/tuna_images/65.png,games/multimodal_referencegame/resources/tuna_images/3.png,colour_size,"blue,small"
games/multimodal_referencegame/resources/tuna_images/71.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/32.png,games/multimodal_referencegame/resources/tuna_images/14.png,colour_type,"green,desk"
games/multimodal_referencegame/resources/tuna_images/71.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/32.png,games/multimodal_referencegame/resources/tuna_images/14.png,colour_type,"green,desk"
games/multimodal_referencegame/resources/tuna_images/71.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/32.png,games/multimodal_referencegame/resources/tuna_images/14.png,colour_type,"green,desk"
games/multimodal_referencegame/resources/tuna_images/71.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/32.png,games/multimodal_referencegame/resources/tuna_images/14.png,colour_type,"green,desk"
games/multimodal_referencegame/resources/tuna_images/27.png,games/multimodal_referencegame/resources/tuna_images/39.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/50.png,orientation_size,"right,small"
games/multimodal_referencegame/resources/tuna_images/27.png,games/multimodal_referencegame/resources/tuna_images/39.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/50.png,orientation_size,"right,small"
games/multimodal_referencegame/resources/tuna_images/27.png,games/multimodal_referencegame/resources/tuna_images/39.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/50.png,orientation_size,"right,small"
games/multimodal_referencegame/resources/tuna_images/27.png,games/multimodal_referencegame/resources/tuna_images/39.png,games/multimodal_referencegame/resources/tuna_images/75.png,games/multimodal_referencegame/resources/tuna_images/50.png,orientation_size,"right,small"
games/multimodal_referencegame/resources/tuna_images/89.png,games/multimodal_referencegame/resources/tuna_images/8.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/27.png,colour_type,"green,sofa"
games/multimodal_referencegame/resources/tuna_images/89.png,games/multimodal_referencegame/resources/tuna_images/8.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/27.png,colour_type,"green,sofa"
games/multimodal_referencegame/resources/tuna_images/89.png,games/multimodal_referencegame/resources/tuna_images/8.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/27.png,colour_type,"green,sofa"
games/multimodal_referencegame/resources/tuna_images/89.png,games/multimodal_referencegame/resources/tuna_images/8.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/27.png,colour_type,"green,sofa"
games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/72.png,games/multimodal_referencegame/resources/tuna_images/87.png,colour_type,"green,fan"
games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/72.png,games/multimodal_referencegame/resources/tuna_images/87.png,colour_type,"green,fan"
games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/72.png,games/multimodal_referencegame/resources/tuna_images/87.png,colour_type,"green,fan"
games/multimodal_referencegame/resources/tuna_images/51.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/72.png,games/multimodal_referencegame/resources/tuna_images/87.png,colour_type,"green,fan"
games/multimodal_referencegame/resources/tuna_images/60.png,games/multimodal_referencegame/resources/tuna_images/61.png,games/multimodal_referencegame/resources/tuna_images/58.png,games/multimodal_referencegame/resources/tuna_images/66.png,orientation_type,"left,chair"
games/multimodal_referencegame/resources/tuna_images/60.png,games/multimodal_referencegame/resources/tuna_images/61.png,games/multimodal_referencegame/resources/tuna_images/58.png,games/multimodal_referencegame/resources/tuna_images/66.png,orientation_type,"left,chair"
games/multimodal_referencegame/resources/tuna_images/60.png,games/multimodal_referencegame/resources/tuna_images/61.png,games/multimodal_referencegame/resources/tuna_images/58.png,games/multimodal_referencegame/resources/tuna_images/66.png,orientation_type,"left,chair"
games/multimodal_referencegame/resources/tuna_images/60.png,games/multimodal_referencegame/resources/tuna_images/61.png,games/multimodal_referencegame/resources/tuna_images/58.png,games/multimodal_referencegame/resources/tuna_images/66.png,orientation_type,"left,chair"
games/multimodal_referencegame/resources/tuna_images/95.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/82.png,colour_type_size,"grey,sofa,small"
games/multimodal_referencegame/resources/tuna_images/95.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/82.png,colour_type_size,"grey,sofa,small"
games/multimodal_referencegame/resources/tuna_images/95.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/82.png,colour_type_size,"grey,sofa,small"
games/multimodal_referencegame/resources/tuna_images/95.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/82.png,colour_type_size,"grey,sofa,small"
games/multimodal_referencegame/resources/tuna_images/40.png,games/multimodal_referencegame/resources/tuna_images/78.png,games/multimodal_referencegame/resources/tuna_images/34.png,games/multimodal_referencegame/resources/tuna_images/76.png,colour_orientation_type,"blue,right,chair"
games/multimodal_referencegame/resources/tuna_images/40.png,games/multimodal_referencegame/resources/tuna_images/78.png,games/multimodal_referencegame/resources/tuna_images/34.png,games/multimodal_referencegame/resources/tuna_images/76.png,colour_orientation_type,"blue,right,chair"
games/multimodal_referencegame/resources/tuna_images/40.png,games/multimodal_referencegame/resources/tuna_images/78.png,games/multimodal_referencegame/resources/tuna_images/34.png,games/multimodal_referencegame/resources/tuna_images/76.png,colour_orientation_type,"blue,right,chair"
games/multimodal_referencegame/resources/tuna_images/40.png,games/multimodal_referencegame/resources/tuna_images/78.png,games/multimodal_referencegame/resources/tuna_images/34.png,games/multimodal_referencegame/resources/tuna_images/76.png,colour_orientation_type,"blue,right,chair"
games/multimodal_referencegame/resources/tuna_images/11.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_orientation_size,"green,left,small"
games/multimodal_referencegame/resources/tuna_images/11.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_orientation_size,"green,left,small"
games/multimodal_referencegame/resources/tuna_images/11.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_orientation_size,"green,left,small"
games/multimodal_referencegame/resources/tuna_images/11.png,games/multimodal_referencegame/resources/tuna_images/42.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_orientation_size,"green,left,small"
games/multimodal_referencegame/resources/tuna_images/44.png,games/multimodal_referencegame/resources/tuna_images/81.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/54.png,colour_type_size,"blue,fan,small"
games/multimodal_referencegame/resources/tuna_images/44.png,games/multimodal_referencegame/resources/tuna_images/81.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/54.png,colour_type_size,"blue,fan,small"
games/multimodal_referencegame/resources/tuna_images/44.png,games/multimodal_referencegame/resources/tuna_images/81.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/54.png,colour_type_size,"blue,fan,small"
games/multimodal_referencegame/resources/tuna_images/44.png,games/multimodal_referencegame/resources/tuna_images/81.png,games/multimodal_referencegame/resources/tuna_images/63.png,games/multimodal_referencegame/resources/tuna_images/54.png,colour_type_size,"blue,fan,small"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/55.png,games/multimodal_referencegame/resources/tuna_images/57.png,orientation_type_size,"front,chair,small"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/55.png,games/multimodal_referencegame/resources/tuna_images/57.png,orientation_type_size,"front,chair,small"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/55.png,games/multimodal_referencegame/resources/tuna_images/57.png,orientation_type_size,"front,chair,small"
games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/55.png,games/multimodal_referencegame/resources/tuna_images/57.png,orientation_type_size,"front,chair,small"
games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/69.png,colour_type_size,"red,desk,small"
games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/69.png,colour_type_size,"red,desk,small"
games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/69.png,colour_type_size,"red,desk,small"
games/multimodal_referencegame/resources/tuna_images/4.png,games/multimodal_referencegame/resources/tuna_images/52.png,games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/69.png,colour_type_size,"red,desk,small"
games/multimodal_referencegame/resources/tuna_images/96.png,games/multimodal_referencegame/resources/tuna_images/29.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_type_size,"grey,sofa,large"
games/multimodal_referencegame/resources/tuna_images/96.png,games/multimodal_referencegame/resources/tuna_images/29.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_type_size,"grey,sofa,large"
games/multimodal_referencegame/resources/tuna_images/96.png,games/multimodal_referencegame/resources/tuna_images/29.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_type_size,"grey,sofa,large"
games/multimodal_referencegame/resources/tuna_images/96.png,games/multimodal_referencegame/resources/tuna_images/29.png,games/multimodal_referencegame/resources/tuna_images/74.png,games/multimodal_referencegame/resources/tuna_images/59.png,colour_type_size,"grey,sofa,large"
games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/18.png,games/multimodal_referencegame/resources/tuna_images/1.png,colour_orientation_type,"red,front,desk"
games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/18.png,games/multimodal_referencegame/resources/tuna_images/1.png,colour_orientation_type,"red,front,desk"
games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/18.png,games/multimodal_referencegame/resources/tuna_images/1.png,colour_orientation_type,"red,front,desk"
games/multimodal_referencegame/resources/tuna_images/0.png,games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/18.png,games/multimodal_referencegame/resources/tuna_images/1.png,colour_orientation_type,"red,front,desk"
games/multimodal_referencegame/resources/tuna_images/15.png,games/multimodal_referencegame/resources/tuna_images/38.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/53.png,colour_orientation_type,"grey,back,fan"
games/multimodal_referencegame/resources/tuna_images/15.png,games/multimodal_referencegame/resources/tuna_images/38.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/53.png,colour_orientation_type,"grey,back,fan"
games/multimodal_referencegame/resources/tuna_images/15.png,games/multimodal_referencegame/resources/tuna_images/38.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/53.png,colour_orientation_type,"grey,back,fan"
games/multimodal_referencegame/resources/tuna_images/15.png,games/multimodal_referencegame/resources/tuna_images/38.png,games/multimodal_referencegame/resources/tuna_images/91.png,games/multimodal_referencegame/resources/tuna_images/53.png,colour_orientation_type,"grey,back,fan"
games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/83.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_orientation_size,"grey,front,large"
games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/83.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_orientation_size,"grey,front,large"
games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/83.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_orientation_size,"grey,front,large"
games/multimodal_referencegame/resources/tuna_images/70.png,games/multimodal_referencegame/resources/tuna_images/83.png,games/multimodal_referencegame/resources/tuna_images/69.png,games/multimodal_referencegame/resources/tuna_images/0.png,colour_orientation_size,"grey,front,large"
games/multimodal_referencegame/resources/3ds_images/8774.png,games/multimodal_referencegame/resources/3ds_images/8768.png,games/multimodal_referencegame/resources/3ds_images/9551.png,games/multimodal_referencegame/resources/3ds_images/8771.png,shape,ball
games/multimodal_referencegame/resources/3ds_images/8774.png,games/multimodal_referencegame/resources/3ds_images/8768.png,games/multimodal_referencegame/resources/3ds_images/9551.png,games/multimodal_referencegame/resources/3ds_images/8771.png,shape,ball
games/multimodal_referencegame/resources/3ds_images/8774.png,games/multimodal_referencegame/resources/3ds_images/8768.png,games/multimodal_referencegame/resources/3ds_images/9551.png,games/multimodal_referencegame/resources/3ds_images/8771.png,shape,ball
games/multimodal_referencegame/resources/3ds_images/8774.png,games/multimodal_referencegame/resources/3ds_images/8768.png,games/multimodal_referencegame/resources/3ds_images/9551.png,games/multimodal_referencegame/resources/3ds_images/8771.png,shape,ball
